time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2018-10-15 10:00:00,298.070491803279,400.654098360656,18.88,80.8,0.991668874262295,0,0
2018-10-15 11:00:00,400.14262295082,393.496721311475,19.14,85.6,1.55186015185246,0,0
2018-10-15 12:00:00,297.608196721311,414.204918032787,24.3,82.5,1.20236615081967,0,0
2018-10-15 13:00:00,346.626229508197,409.044262295082,22.38,81,1.30246253909836,0,0
2018-10-15 14:00:00,462.768852459016,387.783606557377,23.64,74.91,1.14969640655738,0,0
2018-10-15 15:00:00,244.490163934426,394.550819672131,24.5,66.24,1.43865589836066,0,0
2018-10-15 16:00:00,68.6662295081967,407.577049180328,23.53,78.87,1.04657520163934,0,0
2018-10-15 17:00:00,17.1469016393443,402.762295081967,25.56,99.5,0.742161281032787,0,0
2018-10-15 18:00:00,0,383.934426229508,19.85,97.9,0.787186328196721,0,0
2018-10-15 19:00:00,0.00462295081967213,410.514754098361,18.64,99.5,1.9923023557377,0.024384,0
2018-10-15 20:00:00,0,393.370491803279,18.91,83.7,1.38939600377049,0,0
2018-10-15 21:00:00,0.0923934426229508,392.424590163934,18.35,88.1,1.55448164918033,0,0
2018-10-15 22:00:00,0.168737704918033,395.872131147541,18.47,83.9,1.43509934918033,0,0
2018-10-15 23:00:00,0.0852622950819672,379.83606557377,18.56,78.65,2.04141559836066,0,0
2018-10-16 00:00:00,0.0471147540983607,381.486885245902,18.17,80.9,2.83787819508197,0,0
2018-10-16 01:00:00,0,362.709836065574,17.75,84.3,6.37338762295082,0,0
2018-10-16 02:00:00,0,367.159016393443,16.83,78.69,7.12726339344262,0,0
2018-10-16 03:00:00,0,364.131147540984,15.8,78.39,8.85968167213115,0,0
2018-10-16 04:00:00,0,358.577049180328,15.44,77.43,7.16620196721311,0,0
2018-10-16 05:00:00,0,361.577049180328,15.42,77.54,7.02623226229508,0,0
2018-10-16 06:00:00,4.01545901639344,362.609836065574,15.21,80.2,7.03794680327869,0,0
2018-10-16 07:00:00,46.7639344262295,364.054098360656,15.14,80.5,5.08348301639344,0,0
2018-10-16 08:00:00,127.729508196721,364.139344262295,15.33,79.86,2.68764205737705,0,0
2018-10-16 09:00:00,135.409836065574,376.937704918033,15.52,79.67,1.94159424340984,0,0
