datetime,site_id,variable,observation
2013-06-07,fcre,CAR_ch4,NA
2013-06-07,fcre,SIL_rsi,120.9013
2013-06-07,fcre,NIT_amm,0.1805
2013-06-07,fcre,NIT_nit,1.1302
2013-06-07,fcre,PHS_frp,0.1481
2013-06-07,fcre,OGM_doc,14.9572
2013-06-07,fcre,OGM_docr,201.9223
2013-06-07,fcre,OGM_poc,21.688
2013-06-07,fcre,OGM_don,1.137
2013-06-07,fcre,OGM_donr,10.2328
2013-06-07,fcre,OGM_pon,2.274
2013-06-07,fcre,OGM_dop,0.0301
2013-06-07,fcre,OGM_dopr,0.2712
2013-06-07,fcre,OGM_pop,0.7032
2013-06-07,fcre,PHY_cyano,0
2013-06-07,fcre,PHY_green,0
2013-06-07,fcre,PHY_diatom,0
2013-06-08,fcre,FLOW,0.0201
2013-06-08,fcre,TEMP,15.4293
2013-06-08,fcre,SALT,0
2013-06-08,fcre,OXY_oxy,293.7385
2013-06-08,fcre,CAR_dic,65.0381
2013-06-08,fcre,CAR_ch4,NA
2013-06-08,fcre,SIL_rsi,120.9013
2013-06-08,fcre,NIT_amm,0.1715
2013-06-08,fcre,NIT_nit,1.147
2013-06-08,fcre,PHS_frp,0.1486
2013-06-08,fcre,OGM_doc,14.9559
2013-06-08,fcre,OGM_docr,201.9045
2013-06-08,fcre,OGM_poc,21.686
2013-06-08,fcre,OGM_don,1.1354
2013-06-08,fcre,OGM_donr,10.2184
2013-06-08,fcre,OGM_pon,2.2708
2013-06-08,fcre,OGM_dop,0.03
2013-06-08,fcre,OGM_dopr,0.2702
2013-06-08,fcre,OGM_pop,0.7006
2013-06-08,fcre,PHY_cyano,0
2013-06-08,fcre,PHY_green,0
2013-06-08,fcre,PHY_diatom,0
2013-06-09,fcre,FLOW,0.0163
2013-06-09,fcre,TEMP,16.3417
2013-06-09,fcre,SALT,0
2013-06-09,fcre,OXY_oxy,288.0767
2013-06-09,fcre,CAR_dic,65.0504
2013-06-09,fcre,CAR_ch4,NA
2013-06-09,fcre,SIL_rsi,120.9013
2013-06-09,fcre,NIT_amm,0.1624
2013-06-09,fcre,NIT_nit,1.1639
2013-06-09,fcre,PHS_frp,0.1491
2013-06-09,fcre,OGM_doc,14.9546
2013-06-09,fcre,OGM_docr,201.8867
2013-06-09,fcre,OGM_poc,21.6841
2013-06-09,fcre,OGM_don,1.1338
2013-06-09,fcre,OGM_donr,10.204
2013-06-09,fcre,OGM_pon,2.2676
2013-06-09,fcre,OGM_dop,0.0299
2013-06-09,fcre,OGM_dopr,0.2692
2013-06-09,fcre,OGM_pop,0.698
2013-06-09,fcre,PHY_cyano,0
2013-06-09,fcre,PHY_green,0
2013-06-09,fcre,PHY_diatom,0
2013-06-10,fcre,FLOW,0.0176
2013-06-10,fcre,TEMP,16.6724
2013-06-10,fcre,SALT,0
2013-06-10,fcre,OXY_oxy,286.0722
2013-06-10,fcre,CAR_dic,65.0626
2013-06-10,fcre,CAR_ch4,NA
2013-06-10,fcre,SIL_rsi,120.9013
2013-06-10,fcre,NIT_amm,0.1534
2013-06-10,fcre,NIT_nit,1.1808
2013-06-10,fcre,PHS_frp,0.1496
2013-06-10,fcre,OGM_doc,14.9533
2013-06-10,fcre,OGM_docr,201.869
2013-06-10,fcre,OGM_poc,21.6822
2013-06-10,fcre,OGM_don,1.1322
2013-06-10,fcre,OGM_donr,10.1897
2013-06-10,fcre,OGM_pon,2.2644
2013-06-10,fcre,OGM_dop,0.0298
2013-06-10,fcre,OGM_dopr,0.2682
2013-06-10,fcre,OGM_pop,0.6954
2013-06-10,fcre,PHY_cyano,0
2013-06-10,fcre,PHY_green,0
2013-06-10,fcre,PHY_diatom,0
2013-06-11,fcre,FLOW,0.0182
